Région;Pays-1;Années;Population;Granularité
Western Pacific;Japan;2000;127524,174;Total
Western Pacific;Japan;2000;62624,572;Male
Western Pacific;Japan;2000;64899,596;Female
Western Pacific;Japan;2000;27230,218;Rural
Western Pacific;Japan;2000;100303,716;Urban
Western Pacific;Japan;2001;127713,828;Total
Western Pacific;Japan;2001;62690,188;Male
Western Pacific;Japan;2001;65023,636;Female
Western Pacific;Japan;2001;25557,575;Rural
Western Pacific;Japan;2001;102165,938;Urban
Western Pacific;Japan;2002;127893,078;Total
Western Pacific;Japan;2002;62751,324;Male
Western Pacific;Japan;2002;65141,751;Female
Western Pacific;Japan;2002;23473,865;Rural
Western Pacific;Japan;2002;104428,752;Urban
Western Pacific;Japan;2003;128058,372;Total
Western Pacific;Japan;2003;62806,129;Male
Western Pacific;Japan;2003;65252,239;Female
Western Pacific;Japan;2003;21520,729;Rural
Western Pacific;Japan;2003;106547,065;Urban
Western Pacific;Japan;2004;128204,195;Total
Western Pacific;Japan;2004;62851,648;Male
Western Pacific;Japan;2004;65352,535;Female
Western Pacific;Japan;2004;19693,113;Rural
Western Pacific;Japan;2004;108520,519;Urban
Western Pacific;Japan;2005;128326,116;Total
Western Pacific;Japan;2005;62885,586;Male
Western Pacific;Japan;2005;65440,529;Female
Western Pacific;Japan;2005;17995,058;Rural
Western Pacific;Japan;2005;110340,709;Urban
Western Pacific;Japan;2006;128422,734;Total
Western Pacific;Japan;2006;62907,222;Male
Western Pacific;Japan;2006;65515,518;Female
Western Pacific;Japan;2006;16545,175;Rural
Western Pacific;Japan;2006;111887,819;Urban
Western Pacific;Japan;2007;128494,057;Total
Western Pacific;Japan;2007;62916,895;Male
Western Pacific;Japan;2007;65577,155;Female
Western Pacific;Japan;2007;15233,582;Rural
Western Pacific;Japan;2007;113271,669;Urban
Western Pacific;Japan;2008;128538,646;Total
Western Pacific;Japan;2008;62914,575;Male
Western Pacific;Japan;2008;65624,069;Female
Western Pacific;Japan;2008;14008,192;Rural
Western Pacific;Japan;2008;114542,316;Urban
Western Pacific;Japan;2009;128555,189;Total
Western Pacific;Japan;2009;62900,473;Male
Western Pacific;Japan;2009;65654,723;Female
Western Pacific;Japan;2009;12870,195;Rural
Western Pacific;Japan;2009;115696,464;Urban
Western Pacific;Japan;2010;128542,353;Total
Western Pacific;Japan;2010;62874,509;Male
Western Pacific;Japan;2010;65667,84;Female
Western Pacific;Japan;2010;11810,839;Rural
Western Pacific;Japan;2010;116741,034;Urban
Western Pacific;Japan;2011;128498,965;Total
Western Pacific;Japan;2011;62836,334;Male
Western Pacific;Japan;2011;65662,632;Female
Western Pacific;Japan;2011;11476,384;Rural
Western Pacific;Japan;2011;117029,015;Urban
Western Pacific;Japan;2012;128423,571;Total
Western Pacific;Japan;2012;62784,997;Male
Western Pacific;Japan;2012;65638,574;Female
Western Pacific;Japan;2012;11368,012;Rural
Western Pacific;Japan;2012;117058,372;Urban
Western Pacific;Japan;2013;128314,195;Total
Western Pacific;Japan;2013;62719,057;Male
Western Pacific;Japan;2013;65595,132;Female
Western Pacific;Japan;2013;11257,825;Rural
Western Pacific;Japan;2013;117055,095;Urban
Western Pacific;Japan;2014;128168,639;Total
Western Pacific;Japan;2014;62636,782;Male
Western Pacific;Japan;2014;65531,848;Female
Western Pacific;Japan;2014;11145,296;Rural
Western Pacific;Japan;2014;117017,577;Urban
Western Pacific;Japan;2015;127985,133;Total
Western Pacific;Japan;2015;62536,745;Male
Western Pacific;Japan;2015;65448,394;Female
Western Pacific;Japan;2015;11030,53;Rural
Western Pacific;Japan;2015;116944,428;Urban
Western Pacific;Japan;2016;127763,265;Total
Western Pacific;Japan;2016;62418,618;Male
Western Pacific;Japan;2016;65344,649;Female
Western Pacific;Japan;2016;10913,416;Rural
Western Pacific;Japan;2016;116835,097;Urban
Western Pacific;Japan;2017;127502,725;Total
Western Pacific;Japan;2017;62282,219;Male
Western Pacific;Japan;2017;65220,509;Female
Western Pacific;Japan;2017;10791,174;Rural
Western Pacific;Japan;2017;116693,276;Urban
Western Pacific;Japan;2018;127202,192;Total
Western Pacific;Japan;2018;62126,492;Male
Western Pacific;Japan;2018;65075,698;Female
Western Pacific;Japan;2018;10663,807;Rural
Western Pacific;Japan;2018;116521,525;Urban
Eastern Mediterranean;Jordan;2000;5122,493;Total
Eastern Mediterranean;Jordan;2000;2655,13;Male
Eastern Mediterranean;Jordan;2000;2467,365;Female
Eastern Mediterranean;Jordan;2000;1108,89;Rural
Eastern Mediterranean;Jordan;2000;3994,24;Urban
Eastern Mediterranean;Jordan;2001;5217,336;Total
Eastern Mediterranean;Jordan;2001;2701,55;Male
Eastern Mediterranean;Jordan;2001;2515,778;Female
Eastern Mediterranean;Jordan;2001;1127,867;Rural
Eastern Mediterranean;Jordan;2001;4065,615;Urban
Eastern Mediterranean;Jordan;2002;5317,506;Total
Eastern Mediterranean;Jordan;2002;2751,639;Male
Eastern Mediterranean;Jordan;2002;2565,875;Female
Eastern Mediterranean;Jordan;2002;1147,614;Rural
Eastern Mediterranean;Jordan;2002;4139,874;Urban
Eastern Mediterranean;Jordan;2003;5434,03;Total
Eastern Mediterranean;Jordan;2003;2810,277;Male
Eastern Mediterranean;Jordan;2003;2623,759;Female
Eastern Mediterranean;Jordan;2003;1170,651;Rural
Eastern Mediterranean;Jordan;2003;4226,123;Urban
Eastern Mediterranean;Jordan;2004;5580,244;Total
Eastern Mediterranean;Jordan;2004;2883,223;Male
Eastern Mediterranean;Jordan;2004;2697,018;Female
Eastern Mediterranean;Jordan;2004;1200,064;Rural
Eastern Mediterranean;Jordan;2004;4335,531;Urban
Eastern Mediterranean;Jordan;2005;5765,635;Total
Eastern Mediterranean;Jordan;2005;2974,596;Male
Eastern Mediterranean;Jordan;2005;2791,043;Female
Eastern Mediterranean;Jordan;2005;1172,277;Rural
Eastern Mediterranean;Jordan;2005;4541,834;Urban
Eastern Mediterranean;Jordan;2006;5991,54;Total
Eastern Mediterranean;Jordan;2006;3084,896;Male
Eastern Mediterranean;Jordan;2006;2906,651;Female
Eastern Mediterranean;Jordan;2006;1129,312;Rural
Eastern Mediterranean;Jordan;2006;4804,92;Urban
Eastern Mediterranean;Jordan;2007;6255,28;Total
Eastern Mediterranean;Jordan;2007;3213,101;Male
Eastern Mediterranean;Jordan;2007;3042,189;Female
Eastern Mediterranean;Jordan;2007;1091,804;Rural
Eastern Mediterranean;Jordan;2007;5101,387;Urban
Eastern Mediterranean;Jordan;2008;6556,478;Total
Eastern Mediterranean;Jordan;2008;3359,386;Male
Eastern Mediterranean;Jordan;2008;3197,087;Female
Eastern Mediterranean;Jordan;2008;1058,386;Rural
Eastern Mediterranean;Jordan;2008;5431,436;Urban
Eastern Mediterranean;Jordan;2009;6893,26;Total
Eastern Mediterranean;Jordan;2009;3523,395;Male
Eastern Mediterranean;Jordan;2009;3369,863;Female
Eastern Mediterranean;Jordan;2009;1028,066;Rural
Eastern Mediterranean;Jordan;2009;5793,05;Urban
Eastern Mediterranean;Jordan;2010;7261,539;Total
Eastern Mediterranean;Jordan;2010;3703,509;Male
Eastern Mediterranean;Jordan;2010;3558,032;Female
Eastern Mediterranean;Jordan;2010;999,206;Rural
Eastern Mediterranean;Jordan;2010;6183,184;Urban
Eastern Mediterranean;Jordan;2011;7662,846;Total
Eastern Mediterranean;Jordan;2011;3900,602;Male
Eastern Mediterranean;Jordan;2011;3762,256;Female
Eastern Mediterranean;Jordan;2011;971,693;Rural
Eastern Mediterranean;Jordan;2011;6603,25;Urban
Eastern Mediterranean;Jordan;2012;8089,962;Total
Eastern Mediterranean;Jordan;2012;4111,005;Male
Eastern Mediterranean;Jordan;2012;3978,958;Female
Eastern Mediterranean;Jordan;2012;944,332;Rural
Eastern Mediterranean;Jordan;2012;7048,241;Urban
Eastern Mediterranean;Jordan;2013;8518,983;Total
Eastern Mediterranean;Jordan;2013;4322,9;Male
Eastern Mediterranean;Jordan;2013;4196,092;Female
Eastern Mediterranean;Jordan;2013;914,962;Rural
Eastern Mediterranean;Jordan;2013;7498,502;Urban
Eastern Mediterranean;Jordan;2014;8918,828;Total
Eastern Mediterranean;Jordan;2014;4520,824;Male
Eastern Mediterranean;Jordan;2014;4397,998;Female
Eastern Mediterranean;Jordan;2014;880,931;Rural
Eastern Mediterranean;Jordan;2014;7928,375;Urban
Eastern Mediterranean;Jordan;2015;9266,575;Total
Eastern Mediterranean;Jordan;2015;4693,41;Male
Eastern Mediterranean;Jordan;2015;4573,163;Female
Eastern Mediterranean;Jordan;2015;892,5;Rural
Eastern Mediterranean;Jordan;2015;8266,802;Urban
Eastern Mediterranean;Jordan;2016;9554,286;Total
Eastern Mediterranean;Jordan;2016;4836,733;Male
Eastern Mediterranean;Jordan;2016;4717,553;Female
Eastern Mediterranean;Jordan;2016;897,724;Rural
Eastern Mediterranean;Jordan;2016;8558,078;Urban
Eastern Mediterranean;Jordan;2017;9785,843;Total
Eastern Mediterranean;Jordan;2017;4952,772;Male
Eastern Mediterranean;Jordan;2017;4833,068;Female
Eastern Mediterranean;Jordan;2017;897,788;Rural
Eastern Mediterranean;Jordan;2017;8804,565;Urban
Eastern Mediterranean;Jordan;2018;9965,318;Total
Eastern Mediterranean;Jordan;2018;5043,481;Male
Eastern Mediterranean;Jordan;2018;4921,841;Female
Eastern Mediterranean;Jordan;2018;893,429;Rural
Eastern Mediterranean;Jordan;2018;9010,373;Urban
Europe;Kazakhstan;2000;14922,719;Total
Europe;Kazakhstan;2000;7177,202;Male
Europe;Kazakhstan;2000;7745,522;Female
Europe;Kazakhstan;2000;6610,426;Rural
Europe;Kazakhstan;2000;8446,937;Urban
Europe;Kazakhstan;2001;14910,205;Total
Europe;Kazakhstan;2001;7167,967;Male
Europe;Kazakhstan;2001;7742,24;Female
Europe;Kazakhstan;2001;6591,821;Rural
Europe;Kazakhstan;2001;8448,15;Urban
Europe;Kazakhstan;2002;14976,188;Total
Europe;Kazakhstan;2002;7200,302;Male
Europe;Kazakhstan;2002;7775,882;Female
Europe;Kazakhstan;2002;6609,578;Rural
Europe;Kazakhstan;2002;8496,067;Urban
Europe;Kazakhstan;2003;15100,041;Total
Europe;Kazakhstan;2003;7263,391;Male
Europe;Kazakhstan;2003;7836,654;Female
Europe;Kazakhstan;2003;6653,891;Rural
Europe;Kazakhstan;2003;8578,434;Urban
Europe;Kazakhstan;2004;15250,015;Total
Europe;Kazakhstan;2004;7340,483;Male
Europe;Kazakhstan;2004;7909,533;Female
Europe;Kazakhstan;2004;6709,744;Rural
Europe;Kazakhstan;2004;8676,172;Urban
Europe;Kazakhstan;2005;15402,807;Total
Europe;Kazakhstan;2005;7419,259;Male
Europe;Kazakhstan;2005;7983,544;Female
Europe;Kazakhstan;2005;6766,257;Rural
Europe;Kazakhstan;2005;8775,2;Urban
Europe;Kazakhstan;2006;15551,268;Total
Europe;Kazakhstan;2006;7496,116;Male
Europe;Kazakhstan;2006;8055,147;Female
Europe;Kazakhstan;2006;6819,865;Rural
Europe;Kazakhstan;2006;8870,996;Urban
Europe;Kazakhstan;2007;15702,104;Total
Europe;Kazakhstan;2007;7574,501;Male
Europe;Kazakhstan;2007;8127,611;Female
Europe;Kazakhstan;2007;6873,733;Rural
Europe;Kazakhstan;2007;8967,622;Urban
Europe;Kazakhstan;2008;15862,123;Total
Europe;Kazakhstan;2008;7657,327;Male
Europe;Kazakhstan;2008;8204,799;Female
Europe;Kazakhstan;2008;6931,41;Rural
Europe;Kazakhstan;2008;9069,766;Urban
Europe;Kazakhstan;2009;16043,007;Total
Europe;Kazakhstan;2009;7749,87;Male
Europe;Kazakhstan;2009;8293,145;Female
Europe;Kazakhstan;2009;6998,909;Rural
Europe;Kazakhstan;2009;9185,254;Urban
Europe;Kazakhstan;2010;16252,279;Total
Europe;Kazakhstan;2010;7855,518;Male
Europe;Kazakhstan;2010;8396,755;Female
Europe;Kazakhstan;2010;7079,87;Rural
Europe;Kazakhstan;2010;9319,106;Urban
Europe;Kazakhstan;2011;16490,67;Total
Europe;Kazakhstan;2011;7974,359;Male
Europe;Kazakhstan;2011;8516,31;Female
Europe;Kazakhstan;2011;7175,002;Rural
Europe;Kazakhstan;2011;9472,378;Urban
Europe;Kazakhstan;2012;16751,525;Total
Europe;Kazakhstan;2012;8103,192;Male
Europe;Kazakhstan;2012;8648,331;Female
Europe;Kazakhstan;2012;7280,687;Rural
Europe;Kazakhstan;2012;9640,492;Urban
Europe;Kazakhstan;2013;17026,117;Total
Europe;Kazakhstan;2013;8238,251;Male
Europe;Kazakhstan;2013;8787,867;Female
Europe;Kazakhstan;2013;7391,287;Rural
Europe;Kazakhstan;2013;9815,97;Urban
Europe;Kazakhstan;2014;17302,615;Total
Europe;Kazakhstan;2014;8374,451;Male
Europe;Kazakhstan;2014;8928,168;Female
Europe;Kazakhstan;2014;7499,077;Rural
Europe;Kazakhstan;2014;9988,702;Urban
Europe;Kazakhstan;2015;17572,016;Total
Europe;Kazakhstan;2015;8507,888;Male
Europe;Kazakhstan;2015;9064,122;Female
Europe;Kazakhstan;2015;7598,48;Rural
Europe;Kazakhstan;2015;10151,168;Urban
Europe;Kazakhstan;2016;17830,901;Total
Europe;Kazakhstan;2016;8637,067;Male
Europe;Kazakhstan;2016;9193,835;Female
Europe;Kazakhstan;2016;7687,326;Rural
Europe;Kazakhstan;2016;10300,41;Urban
Europe;Kazakhstan;2017;18080,019;Total
Europe;Kazakhstan;2017;8762,142;Male
Europe;Kazakhstan;2017;9317,881;Female
Europe;Kazakhstan;2017;7766,771;Rural
Europe;Kazakhstan;2017;10437,728;Urban
Europe;Kazakhstan;2018;18319,618;Total
Europe;Kazakhstan;2018;8882,91;Male
Europe;Kazakhstan;2018;9436,706;Female
Europe;Kazakhstan;2018;7834,88;Rural
Europe;Kazakhstan;2018;10568,98;Urban
Africa;Kenya;2000;31964,557;Total
Africa;Kenya;2000;15866,806;Male
Africa;Kenya;2000;16097,751;Female
Africa;Kenya;2000;25194,298;Rural
Africa;Kenya;2000;6256,185;Urban
Africa;Kenya;2001;32848,564;Total
Africa;Kenya;2001;16302,038;Male
Africa;Kenya;2001;16546,531;Female
Africa;Kenya;2001;25779,834;Rural
Africa;Kenya;2001;6541,648;Urban
Africa;Kenya;2002;33751,739;Total
Africa;Kenya;2002;16747,713;Male
Africa;Kenya;2002;17004,033;Female
Africa;Kenya;2002;26374,762;Rural
Africa;Kenya;2002;6839,247;Urban
Africa;Kenya;2003;34678,779;Total
Africa;Kenya;2003;17206,227;Male
Africa;Kenya;2003;17472,554;Female
Africa;Kenya;2003;26981,085;Rural
Africa;Kenya;2003;7149,767;Urban
Africa;Kenya;2004;35635,271;Total
Africa;Kenya;2004;17680,39;Male
Africa;Kenya;2004;17954,877;Female
Africa;Kenya;2004;27600,542;Rural
Africa;Kenya;2004;7474,389;Urban
Africa;Kenya;2005;36624,895;Total
Africa;Kenya;2005;18172,026;Male
Africa;Kenya;2005;18452,871;Female
Africa;Kenya;2005;28234,834;Rural
Africa;Kenya;2005;7813,454;Urban
Africa;Kenya;2006;37649,033;Total
Africa;Kenya;2006;18681,879;Male
Africa;Kenya;2006;18967,16;Female
Africa;Kenya;2006;28883,861;Rural
Africa;Kenya;2006;8168,189;Urban
Africa;Kenya;2007;38705,932;Total
Africa;Kenya;2007;19209,014;Male
Africa;Kenya;2007;19496,92;Female
Africa;Kenya;2007;29547,088;Rural
Africa;Kenya;2007;8538,821;Urban
Africa;Kenya;2008;39791,981;Total
Africa;Kenya;2008;19751,264;Male
Africa;Kenya;2008;20040,72;Female
Africa;Kenya;2008;30222,715;Rural
Africa;Kenya;2008;8925,701;Urban
Africa;Kenya;2009;40901,792;Total
Africa;Kenya;2009;20305,443;Male
Africa;Kenya;2009;20596,355;Female
Africa;Kenya;2009;30909,074;Rural
Africa;Kenya;2009;9328,13;Urban
Africa;Kenya;2010;42030,676;Total
Africa;Kenya;2010;20868,842;Male
Africa;Kenya;2010;21161,842;Female
Africa;Kenya;2010;31603,483;Rural
Africa;Kenya;2010;9746,669;Urban
Africa;Kenya;2011;43178,274;Total
Africa;Kenya;2011;21441,112;Male
Africa;Kenya;2011;21737,158;Female
Africa;Kenya;2011;32303,238;Rural
Africa;Kenya;2011;10183,601;Urban
Africa;Kenya;2012;44343,467;Total
Africa;Kenya;2012;22021,761;Male
Africa;Kenya;2012;22321,708;Female
Africa;Kenya;2012;33007,2;Rural
Africa;Kenya;2012;10639,429;Urban
Africa;Kenya;2013;45519,981;Total
Africa;Kenya;2013;22607,797;Male
Africa;Kenya;2013;22912,189;Female
Africa;Kenya;2013;33712,691;Rural
Africa;Kenya;2013;11114,158;Urban
Africa;Kenya;2014;46700,055;Total
Africa;Kenya;2014;23195,58;Male
Africa;Kenya;2014;23504,483;Female
Africa;Kenya;2014;34416,636;Rural
Africa;Kenya;2014;11607,614;Urban
Africa;Kenya;2015;47878,336;Total
Africa;Kenya;2015;23782,609;Male
Africa;Kenya;2015;24095,73;Female
Africa;Kenya;2015;35116,503;Rural
Africa;Kenya;2015;12119,756;Urban
Africa;Kenya;2016;49051,534;Total
Africa;Kenya;2016;24367,251;Male
Africa;Kenya;2016;24684,28;Female
Africa;Kenya;2016;35810,733;Rural
Africa;Kenya;2016;12650,834;Urban
Africa;Kenya;2017;50221,142;Total
Africa;Kenya;2017;24950,142;Male
Africa;Kenya;2017;25271,004;Female
Africa;Kenya;2017;36498,515;Rural
Africa;Kenya;2017;13201,347;Urban
Africa;Kenya;2018;51392,565;Total
Africa;Kenya;2018;25533,874;Male
Africa;Kenya;2018;25858,696;Female
Africa;Kenya;2018;37179,074;Rural
Africa;Kenya;2018;13771,805;Urban
Western Pacific;Kiribati;2000;84,396;Total
Western Pacific;Kiribati;2000;41,592;Male
Western Pacific;Kiribati;2000;42,813;Female
Western Pacific;Kiribati;2000;48,147;Rural
Western Pacific;Kiribati;2000;36,259;Urban
Western Pacific;Kiribati;2001;85,849;Total
Western Pacific;Kiribati;2001;42,286;Male
Western Pacific;Kiribati;2001;43,558;Female
Western Pacific;Kiribati;2001;48,533;Rural
Western Pacific;Kiribati;2001;37,325;Urban
Western Pacific;Kiribati;2002;87,305;Total
Western Pacific;Kiribati;2002;43;Male
Western Pacific;Kiribati;2002;44,308;Female
Western Pacific;Kiribati;2002;49,355;Rural
Western Pacific;Kiribati;2002;37,988;Urban
Western Pacific;Kiribati;2003;88,835;Total
Western Pacific;Kiribati;2003;43,762;Male
Western Pacific;Kiribati;2003;45,078;Female
Western Pacific;Kiribati;2003;50,215;Rural
Western Pacific;Kiribati;2003;38,68;Urban
Western Pacific;Kiribati;2004;90,499;Total
Western Pacific;Kiribati;2004;44,585;Male
Western Pacific;Kiribati;2004;45,913;Female
Western Pacific;Kiribati;2004;51,127;Rural
Western Pacific;Kiribati;2004;39,415;Urban
Western Pacific;Kiribati;2005;92,325;Total
Western Pacific;Kiribati;2005;45,483;Male
Western Pacific;Kiribati;2005;46,836;Female
Western Pacific;Kiribati;2005;52,116;Rural
Western Pacific;Kiribati;2005;40,209;Urban
Western Pacific;Kiribati;2006;94,343;Total
Western Pacific;Kiribati;2006;46,473;Male
Western Pacific;Kiribati;2006;47,868;Female
Western Pacific;Kiribati;2006;52,757;Rural
Western Pacific;Kiribati;2006;41,503;Urban
Western Pacific;Kiribati;2007;96,527;Total
Western Pacific;Kiribati;2007;47,545;Male
Western Pacific;Kiribati;2007;48,986;Female
Western Pacific;Kiribati;2007;53,1;Rural
Western Pacific;Kiribati;2007;43,211;Urban
Western Pacific;Kiribati;2008;98,761;Total
Western Pacific;Kiribati;2008;48,633;Male
Western Pacific;Kiribati;2008;50,127;Female
Western Pacific;Kiribati;2008;53,447;Rural
Western Pacific;Kiribati;2008;44,993;Urban
Western Pacific;Kiribati;2009;100,93;Total
Western Pacific;Kiribati;2009;49,682;Male
Western Pacific;Kiribati;2009;51,246;Female
Western Pacific;Kiribati;2009;53,757;Rural
Western Pacific;Kiribati;2009;46,811;Urban
Western Pacific;Kiribati;2010;102,927;Total
Western Pacific;Kiribati;2010;50,65;Male
Western Pacific;Kiribati;2010;52,28;Female
Western Pacific;Kiribati;2010;54,005;Rural
Western Pacific;Kiribati;2010;48,647;Urban
Western Pacific;Kiribati;2011;104,728;Total
Western Pacific;Kiribati;2011;51,517;Male
Western Pacific;Kiribati;2011;53,218;Female
Western Pacific;Kiribati;2011;54,175;Rural
Western Pacific;Kiribati;2011;50,481;Urban
Western Pacific;Kiribati;2012;106,37;Total
Western Pacific;Kiribati;2012;52,292;Male
Western Pacific;Kiribati;2012;54,067;Female
Western Pacific;Kiribati;2012;54,285;Rural
Western Pacific;Kiribati;2012;52,328;Urban
Western Pacific;Kiribati;2013;107,89;Total
Western Pacific;Kiribati;2013;53,02;Male
Western Pacific;Kiribati;2013;54,867;Female
Western Pacific;Kiribati;2013;54,347;Rural
Western Pacific;Kiribati;2013;54,188;Urban
Western Pacific;Kiribati;2014;109,391;Total
Western Pacific;Kiribati;2014;53,74;Male
Western Pacific;Kiribati;2014;55,647;Female
Western Pacific;Kiribati;2014;54,375;Rural
Western Pacific;Kiribati;2014;56,083;Urban
Western Pacific;Kiribati;2015;110,93;Total
Western Pacific;Kiribati;2015;54,491;Male
Western Pacific;Kiribati;2015;56,436;Female
Western Pacific;Kiribati;2015;54,383;Rural
Western Pacific;Kiribati;2015;58,024;Urban
Western Pacific;Kiribati;2016;112,524;Total
Western Pacific;Kiribati;2016;55,278;Male
Western Pacific;Kiribati;2016;57,251;Female
Western Pacific;Kiribati;2016;54,395;Rural
Western Pacific;Kiribati;2016;60;Urban
Western Pacific;Kiribati;2017;114,158;Total
Western Pacific;Kiribati;2017;56,087;Male
Western Pacific;Kiribati;2017;58,066;Female
Western Pacific;Kiribati;2017;54,402;Rural
Western Pacific;Kiribati;2017;61,996;Urban
Western Pacific;Kiribati;2018;115,847;Total
Western Pacific;Kiribati;2018;56,938;Male
Western Pacific;Kiribati;2018;58,904;Female
Western Pacific;Kiribati;2018;54,403;Rural
Western Pacific;Kiribati;2018;64,011;Urban
Eastern Mediterranean;Kuwait;2000;2045,123;Total
Eastern Mediterranean;Kuwait;2000;1195,302;Male
Eastern Mediterranean;Kuwait;2000;849,821;Female
Eastern Mediterranean;Kuwait;2000;20,507;Rural
Eastern Mediterranean;Kuwait;2000;2030,234;Urban
Eastern Mediterranean;Kuwait;2001;2103,282;Total
Eastern Mediterranean;Kuwait;2001;1232,602;Male
Eastern Mediterranean;Kuwait;2001;870,671;Female
Eastern Mediterranean;Kuwait;2001;1,938;Rural
Eastern Mediterranean;Kuwait;2001;2107,417;Urban
Eastern Mediterranean;Kuwait;2002;2136,997;Total
Eastern Mediterranean;Kuwait;2002;1256,843;Male
Eastern Mediterranean;Kuwait;2002;880,148;Female
Eastern Mediterranean;Kuwait;2002;0;Rural
Eastern Mediterranean;Kuwait;2002;2143,833;Urban
Eastern Mediterranean;Kuwait;2003;2161,626;Total
Eastern Mediterranean;Kuwait;2003;1275,633;Male
Eastern Mediterranean;Kuwait;2003;885,993;Female
Eastern Mediterranean;Kuwait;2003;0;Rural
Eastern Mediterranean;Kuwait;2003;2169,118;Urban
Eastern Mediterranean;Kuwait;2004;2200,492;Total
Eastern Mediterranean;Kuwait;2004;1300,689;Male
Eastern Mediterranean;Kuwait;2004;899,809;Female
Eastern Mediterranean;Kuwait;2004;0;Rural
Eastern Mediterranean;Kuwait;2004;2207,939;Urban
Eastern Mediterranean;Kuwait;2005;2270,198;Total
Eastern Mediterranean;Kuwait;2005;1340,475;Male
Eastern Mediterranean;Kuwait;2005;929,721;Female
Eastern Mediterranean;Kuwait;2005;0;Rural
Eastern Mediterranean;Kuwait;2005;2276,623;Urban
Eastern Mediterranean;Kuwait;2006;2373,672;Total
Eastern Mediterranean;Kuwait;2006;1396,227;Male
Eastern Mediterranean;Kuwait;2006;977,434;Female
Eastern Mediterranean;Kuwait;2006;0;Rural
Eastern Mediterranean;Kuwait;2006;2377,258;Urban
Eastern Mediterranean;Kuwait;2007;2504,019;Total
Eastern Mediterranean;Kuwait;2007;1464,802;Male
Eastern Mediterranean;Kuwait;2007;1039,224;Female
Eastern Mediterranean;Kuwait;2007;0;Rural
Eastern Mediterranean;Kuwait;2007;2503,41;Urban
Eastern Mediterranean;Kuwait;2008;2656,009;Total
Eastern Mediterranean;Kuwait;2008;1544,905;Male
Eastern Mediterranean;Kuwait;2008;1111,105;Female
Eastern Mediterranean;Kuwait;2008;0;Rural
Eastern Mediterranean;Kuwait;2008;2652,34;Urban
Eastern Mediterranean;Kuwait;2009;2821,045;Total
Eastern Mediterranean;Kuwait;2009;1634,049;Male
Eastern Mediterranean;Kuwait;2009;1186,992;Female
Eastern Mediterranean;Kuwait;2009;0;Rural
Eastern Mediterranean;Kuwait;2009;2818,939;Urban
Eastern Mediterranean;Kuwait;2010;2991,884;Total
Eastern Mediterranean;Kuwait;2010;1729,872;Male
Eastern Mediterranean;Kuwait;2010;1262,012;Female
Eastern Mediterranean;Kuwait;2010;0;Rural
Eastern Mediterranean;Kuwait;2010;2998,083;Urban
Eastern Mediterranean;Kuwait;2011;3168,06;Total
Eastern Mediterranean;Kuwait;2011;1832,247;Male
Eastern Mediterranean;Kuwait;2011;1335,807;Female
Eastern Mediterranean;Kuwait;2011;0;Rural
Eastern Mediterranean;Kuwait;2011;3191,051;Urban
Eastern Mediterranean;Kuwait;2012;3348,853;Total
Eastern Mediterranean;Kuwait;2012;1940,367;Male
Eastern Mediterranean;Kuwait;2012;1408,485;Female
Eastern Mediterranean;Kuwait;2012;0;Rural
Eastern Mediterranean;Kuwait;2012;3395,556;Urban
Eastern Mediterranean;Kuwait;2013;3526,376;Total
Eastern Mediterranean;Kuwait;2013;2050,222;Male
Eastern Mediterranean;Kuwait;2013;1476,16;Female
Eastern Mediterranean;Kuwait;2013;0;Rural
Eastern Mediterranean;Kuwait;2013;3598,385;Urban
Eastern Mediterranean;Kuwait;2014;3690,941;Total
Eastern Mediterranean;Kuwait;2014;2156,738;Male
Eastern Mediterranean;Kuwait;2014;1534,201;Female
Eastern Mediterranean;Kuwait;2014;0;Rural
Eastern Mediterranean;Kuwait;2014;3782,45;Urban
Eastern Mediterranean;Kuwait;2015;3835,591;Total
Eastern Mediterranean;Kuwait;2015;2255,989;Male
Eastern Mediterranean;Kuwait;2015;1579,599;Female
Eastern Mediterranean;Kuwait;2015;0;Rural
Eastern Mediterranean;Kuwait;2015;3935,794;Urban
Eastern Mediterranean;Kuwait;2016;3956,875;Total
Eastern Mediterranean;Kuwait;2016;2346,661;Male
Eastern Mediterranean;Kuwait;2016;1610,201;Female
Eastern Mediterranean;Kuwait;2016;0;Rural
Eastern Mediterranean;Kuwait;2016;4052,584;Urban
Eastern Mediterranean;Kuwait;2017;4056,099;Total
Eastern Mediterranean;Kuwait;2017;2428,715;Male
Eastern Mediterranean;Kuwait;2017;1627,387;Female
Eastern Mediterranean;Kuwait;2017;0;Rural
Eastern Mediterranean;Kuwait;2017;4136,528;Urban
Eastern Mediterranean;Kuwait;2018;4137,312;Total
Eastern Mediterranean;Kuwait;2018;2501,082;Male
Eastern Mediterranean;Kuwait;2018;1636,232;Female
Eastern Mediterranean;Kuwait;2018;0;Rural
Eastern Mediterranean;Kuwait;2018;4197,128;Urban
Europe;Kyrgyzstan;2000;4920,712;Total
Europe;Kyrgyzstan;2000;2432,987;Male
Europe;Kyrgyzstan;2000;2487,725;Female
Europe;Kyrgyzstan;2000;3183,803;Rural
Europe;Kyrgyzstan;2000;1736,915;Urban
Europe;Kyrgyzstan;2001;4962,836;Total
Europe;Kyrgyzstan;2001;2455,29;Male
Europe;Kyrgyzstan;2001;2507,549;Female
Europe;Kyrgyzstan;2001;3210,973;Rural
